,lines,name,type
621,i knew he was following us he diverted attention exposed ryuji's trap, innerspace ,Adventure
622,we'll let you go you leave the pods and the pem, innerspace ,Adventure
623,how about a deal, innerspace ,Adventure
624,newer more powerful design, innerspace ,Adventure
625,, innerspace ,Adventure
626,pem115, innerspace ,Adventure
627,i dyed it we're all getting old, innerspace ,Adventure
628,you've cut your hair, innerspace ,Adventure
629,then how did you know, innerspace ,Adventure
630,you didn't tell us you were coming, innerspace ,Adventure
631,it's the least we can do after all it's our responsibility, innerspace ,Adventure
632,bit expensive sir, innerspace ,Adventure
633,private clinic best of care total privacy we'll pay all costs, innerspace ,Adventure
634,sir, innerspace ,Adventure
635,doesn't matter then put him away, innerspace ,Adventure
636,what job, innerspace ,Adventure
637,ah no sir he was here for a job interview, innerspace ,Adventure
638,he work for us, innerspace ,Adventure
639,must be delayed effects of the drug i'll get him out of here, innerspace ,Adventure
640,surveilliance on them all, innerspace ,Adventure
641,we'll have to let them go, innerspace ,Adventure
642,we don't even know where to start what about these people what do we do with them, innerspace ,Adventure
643,you have nothing, innerspace ,Adventure
644,they took the tapes, innerspace ,Adventure
645,surveillance cameras, innerspace ,Adventure
646,he's more somehow enhanced he's zxflbbgt, innerspace ,Adventure
647,enough romance, innerspace ,Adventure
648,he's not an ordinary man, innerspace ,Adventure
649,yes, innerspace ,Adventure
650,hey sit in the car i'll get you a fee make up for what you lost on the tour, innerspace ,Adventure
651,it's just money, innerspace ,Adventure
652,well i'm glad to see you sorry things broke up like that, innerspace ,Adventure
653,yes joe, innerspace ,Adventure
654,that crazy guy, innerspace ,Adventure
655,i have a new client, innerspace ,Adventure
656,what are you doing here where've you been, innerspace ,Adventure
657,join us, innerspace ,Adventure
658,we met on the beach, innerspace ,Adventure
659,who is your friend, innerspace ,Adventure
660,i think i've heard of you, innerspace ,Adventure
661,and you know jan gruner, innerspace ,Adventure
662,i came for a rest as i imagine you did to get away with it all, innerspace ,Adventure
663,what brings you here, innerspace ,Adventure
664,well i try to give them whatever they want, innerspace ,Adventure
665,and how do you service foreigners, innerspace ,Adventure
666,foreign service, innerspace ,Adventure
667,you remind me of someone you from the west coast, innerspace ,Adventure
668,it is to me too, innerspace ,Adventure
669,that name's familiar, innerspace ,Adventure
670,al viola, innerspace ,Adventure
671,we insist, innerspace ,Adventure
672,i don't want to intrude, innerspace ,Adventure
673,you him ust, innerspace ,Adventure
674,sue who, innerspace ,Adventure
675,much better now thank you just sit here quietly see there's nothing to worry about just be my old self again soon, innerspace ,Adventure
676,was quite excited when he came in, innerspace ,Adventure
677,been hearing voices, innerspace ,Adventure
678,not complaining actually, innerspace ,Adventure
679,been complaning of hallucinations, innerspace ,Adventure
680,ahhh nothing, innerspace ,Adventure
681,of course you're not we'll take good care of you, innerspace ,Adventure
682,i'm not going anywhere until you get this guy out of my head, innerspace ,Adventure
683,the little man in my head, innerspace ,Adventure
684,al, innerspace ,Adventure
685,i don't know who, innerspace ,Adventure
686,who, innerspace ,Adventure
687,not you them, innerspace ,Adventure
688,why would we want to hurt you, innerspace ,Adventure
689,no it wasn't it was intentional, innerspace ,Adventure
690,now joe you know it was all a mistake don't you, innerspace ,Adventure
691,oh yeah thanks, innerspace ,Adventure
692,take the card, innerspace ,Adventure
693,what, innerspace ,Adventure
694,joe, innerspace ,Adventure
695,look we'll bring your car home just take it easy until the effects wear off you need anything just call this number, innerspace ,Adventure
696,i will, innerspace ,Adventure
697,you'll feel better, innerspace ,Adventure
698,i feel fine, innerspace ,Adventure
699,why don't you lie down until you feel better, innerspace ,Adventure
700,oh sure, innerspace ,Adventure
701,don't you want to get out, innerspace ,Adventure
702,oh, innerspace ,Adventure
703,home your home the address on your form, innerspace ,Adventure
704,here, innerspace ,Adventure
705,we're here, innerspace ,Adventure
706,well what, innerspace ,Adventure
707,well, innerspace ,Adventure
708,thanks, innerspace ,Adventure
709,fine you look fine, innerspace ,Adventure
710,how do i look, innerspace ,Adventure
711,sergeant finnegan name's right there on the card are you sure you're alright, innerspace ,Adventure
712,who are you, innerspace ,Adventure
713,right, innerspace ,Adventure
714,yeah if i remember anything i call you, innerspace ,Adventure
715,anything you call us right away you got that, innerspace ,Adventure
716,remember what, innerspace ,Adventure
717,when you remember, innerspace ,Adventure
718,do what, innerspace ,Adventure
719,when you do, innerspace ,Adventure
720,oh that's okay, innerspace ,Adventure
721,i don't know the last couple of hours last few days, innerspace ,Adventure
722,what things, innerspace ,Adventure
723,you may not remember things, innerspace ,Adventure
724,oh, innerspace ,Adventure
725,it may have been affected, innerspace ,Adventure
726,what about it, innerspace ,Adventure
727,your memory, innerspace ,Adventure
728,what, innerspace ,Adventure
729,now remember your short term memory may have been affected, innerspace ,Adventure
730,whatever it is don't do it, innerspace ,Adventure
731,just give me the keys, innerspace ,Adventure
732,don't do it, innerspace ,Adventure
733,thanks i appreciate that, innerspace ,Adventure
734,you may you find all the solitude you want, innerspace ,Adventure
735,a little voice in my head, innerspace ,Adventure
736,and you there are many places to get away why here, innerspace ,Adventure
737,couldn't help it no offense she's not your wife is she, innerspace ,Adventure
738,i noticed you staring, innerspace ,Adventure
739,that rene lovely girl a killer, innerspace ,Adventure
740,yessir very good sir, innerspace ,Adventure
741,the fresh tuna, innerspace ,Adventure
742,ahhh good choice sir, innerspace ,Adventure
743,about cholesterol you know what i know you'd have the seafood, innerspace ,Adventure
744,sir, innerspace ,Adventure
745,now you know what i know, innerspace ,Adventure
746,this sophistication ain't tough all it takes is a credit card, innerspace ,Adventure
747,we have henekin kirin very good sir, innerspace ,Adventure
748,how's that trucklhouser beer, innerspace ,Adventure
749,sir, innerspace ,Adventure
750,how's that for fucking savoir fair, innerspace ,Adventure
751,i didn't say anything, innerspace ,Adventure
752,oh and who is it, innerspace ,Adventure
753,you did joe no i didn't you said something first, innerspace ,Adventure
754,then who did, innerspace ,Adventure
755,i said i didn't say anything, innerspace ,Adventure
756,what, innerspace ,Adventure
757,nothing, innerspace ,Adventure
758,what did you say, innerspace ,Adventure
759,nothing, innerspace ,Adventure
760,what do you want, innerspace ,Adventure
761,what's what, innerspace ,Adventure
762,yes what is it, innerspace ,Adventure
763,i know a nice island, innerspace ,Adventure
764,yeah i have to get away, innerspace ,Adventure
765,he should do it in person i mean ex person, innerspace ,Adventure
766,he wants to apologise, innerspace ,Adventure
767,we're not moving fast enough for him, innerspace ,Adventure
768,what is it, innerspace ,Adventure
769,i told you i work for him, innerspace ,Adventure
770,riuji, innerspace ,Adventure
771,like al says under stress the human body is capable of impossible feats, innerspace ,Adventure
772,that's twenty feet high, innerspace ,Adventure
773,come on, innerspace ,Adventure
774,if he was able what would he say, innerspace ,Adventure
775,it was me he just told me how i wish he could tell me now, innerspace ,Adventure
776,but you did it it was you, innerspace ,Adventure
777,he told me what to do, innerspace ,Adventure
778,it was you, innerspace ,Adventure
779,it wasn't me it was him, innerspace ,Adventure
780,you are i've seen you, innerspace ,Adventure
781,do what i don't know i'm no good at this, innerspace ,Adventure
782,do something, innerspace ,Adventure
783,he can't help us, innerspace ,Adventure
784,we just don't stop, innerspace ,Adventure
785,now what, innerspace ,Adventure
786,i knew it i told him, innerspace ,Adventure
787,doesn't matter i'm on your side, innerspace ,Adventure
788,who are you who do you work for, innerspace ,Adventure
789,her, innerspace ,Adventure
790,kiss her you fool, innerspace ,Adventure
791,you're gonna laugh, innerspace ,Adventure
792,you son of a bitch you conned me, innerspace ,Adventure
793,aren't you a little optimistic, innerspace ,Adventure
794,i'll come back for you, innerspace ,Adventure
795,just like that, innerspace ,Adventure
796,escape, innerspace ,Adventure
797,why not what are you going to do, innerspace ,Adventure
798,don't worry, innerspace ,Adventure
799,i love you too, innerspace ,Adventure
800,uh wonderful i know i'm strange but in my own way i love you, innerspace ,Adventure
801,i've never met anyone like you, innerspace ,Adventure
802,now what, innerspace ,Adventure
803,what, innerspace ,Adventure
804,how, innerspace ,Adventure
805,i was crazy desperate i took it out on you i didn't mean it i know what she sees in you you're kind and you're brave if i ever get out of you i'll be glad to call you my friend, innerspace ,Adventure
